# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1311218	1314001	-	AAW41117.2			hypothetical protein			CNA04960	2604	867	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1314727	1316348	+							CNA04970	1622		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1314727	1316348	+			AAW41118.2	mannitol dehydrogenase, putative			CNA04970	1347		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1315117	1315758	+	AAW41118.2			mannitol dehydrogenase, putative			CNA04970	477	158	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1316599	1318095	+							CNA04980	1497		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1316599	1318095	+			AAW41119.1	peroxisome targeting signal receptor, putative			CNA04980	1153		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1316629	1317974	+	AAW41119.1			peroxisome targeting signal receptor, putative			CNA04980	1002	333	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1318388	1320279	-							CNA04990	1892		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1318388	1320279	-			AAW41353.1	expressed protein			CNA04990	1274		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1318582	1319541	-	AAW41353.1			expressed protein			CNA04990	672	223	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1320457	1322746	+							CNA05000	2290		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1320457	1322746	+			AAW40966.1	conserved hypothetical protein			CNA05000	1878		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1320797	1322675	+	AAW40966.1			conserved hypothetical protein			CNA05000	1536	511	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1323383	1325472	+							CNA05010	2090		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1323383	1325472	+			AAW40967.1	C-5 sterol desaturase, putative			CNA05010	1905		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1323383	1325472	+			ALO60339.1	C-5 sterol desaturase, putative			CNA05010	1832		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1323948	1325119	+	AAW40967.1			C-5 sterol desaturase, putative			CNA05010	987	328	
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1323948	1325119	+	ALO60339.1			C-5 sterol desaturase, putative			CNA05010	987	328	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1325639	1326547	+							CNA05015	909		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1325639	1326547	+			ALO60340.1	hypothetical protein			CNA05015	835		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1325957	1326388	+	ALO60340.1			hypothetical protein			CNA05015	432	143	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1326829	1332780	+							CNA05020	5952		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1326829	1332780	+			AAW40969.1	hypothetical protein			CNA05020	5407		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1327293	1332549	+	AAW40969.1			hypothetical protein			CNA05020	4926	1641	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1332741	1335277	-							CNA05030	2537		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1332741	1335277	-			AAW40971.2	transporter, putative			CNA05030	2225		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1332932	1335217	-	AAW40971.2			transporter, putative			CNA05030	1974	657	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1335259	1339320	+							CNA05040	4062		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1335259	1339320	+			AAW40973.2	conserved hypothetical protein			CNA05040	3609		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1335296	1339165	+	AAW40973.2			conserved hypothetical protein			CNA05040	3417	1138	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1339325	1340952	-							CNA05050	1628		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1339325	1340952	-			AAW40976.1	hypothetical protein			CNA05050	1460		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1339463	1340791	-	AAW40976.1			expressed protein			CNA05050	1161	386	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1342403	1344310	+							CNA05060	1908		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1342403	1344310	+			AAW40978.1	acetyl-Coenzyme A acyltransferase 2, putative			CNA05060	1454		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1342544	1344233	+	AAW40978.1			acetyl-Coenzyme A acyltransferase 2, putative			CNA05060	1236	411	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1344500	1347041	+							CNA05070	2542		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1344500	1347041	+			AAW40980.2	conserved hypothetical protein			CNA05070	2141		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1344618	1346851	+	AAW40980.2			conserved hypothetical protein			CNA05070	1833	610	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1347575	1349241	-							CNA05080	1667		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1347575	1349241	-			AAW40982.2	hypothetical protein			CNA05080	1260		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1347725	1348803	-	AAW40982.2			hypothetical protein			CNA05080	840	279	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1349244	1351723	-							CNA05090	2480		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1349244	1351723	-			AAW40984.1	translation initiation factor eIF-2B epsilon subunit, putative			CNA05090	2375		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1349328	1351706	-	AAW40984.1			translation initiation factor eIF-2B epsilon subunit, putative			CNA05090	2274	757	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1351903	1354590	+							CNA05100	2688		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1351903	1354590	+			AAW40986.2	WD-repeat protein, putative			CNA05100	2248		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1351969	1354487	+	AAW40986.2			WD-repeat protein, putative			CNA05100	2079	692	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1354958	1357307	+							CNA05110	2350		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1354958	1357307	+			AAW40988.1	sulfite transporter, putative			CNA05110	2125		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1354958	1357307	+			ALO60341.1	sulfite transporter, putative			CNA05110	2058		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1354958	1357307	+			ALO60342.1	sulfite transporter, putative			CNA05110	2049		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1355192	1356970	+	AAW40988.1			sulfite transporter, putative			CNA05110	1554	517	
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1355192	1356970	+	ALO60341.1			sulfite transporter, putative			CNA05110	1554	517	
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1355192	1356970	+	ALO60342.1			sulfite transporter, putative			CNA05110	1554	517	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1358106	1359695	+							CNA05120	1590		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1358106	1359695	+			AAW40992.2	conserved hypothetical protein			CNA05120	1283		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1358139	1359522	+	AAW40992.2			conserved hypothetical protein			CNA05120	1077	358	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1359652	1363617	-							CNA05130	3966		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1359652	1363617	-			AAW40994.1	enolase 1, putative			CNA05130	3437		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1359792	1363593	-	AAW40994.1			hypothetical protein			CNA05130	3273	1090	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1364009	1365651	+							CNA05135	1643		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1364009	1365651	+			ALO60343.1	hypothetical protein			CNA05135	1522		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1365132	1365591	+	ALO60343.1			hypothetical protein			CNA05135	396	131	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1367346	1368921	-							CNA05140	1576		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1367346	1368921	-			AAW40996.1	expressed protein			CNA05140	1475		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1367644	1368587	-	AAW40996.1			expressed protein			CNA05140	843	280	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1369549	1371743	+							CNA05150	2195		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1369549	1371743	+			AAW40998.1	mitochondrial matrix protein import-related protein, putative			CNA05150	1830		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1369599	1371514	+	AAW40998.1			mitochondrial matrix protein import-related protein, putative			CNA05150	1551	516	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1371719	1372573	-							CNA05160	855		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1371719	1372573	-			AAW41000.1	expressed protein			CNA05160	364		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1371812	1372533	-	AAW41000.1			expressed protein			CNA05160	231	76	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1372745	1374029	+							CNA05170	1285		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1372745	1374029	+			AAW41002.2	structural constituent of ribosome, putative			CNA05170	1076		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1372795	1373768	+	AAW41002.2			structural constituent of ribosome, putative			CNA05170	765	254	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1374077	1375148	-							CNA05180	1072		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1374077	1375148	-			AAW41004.1	expressed protein			CNA05180	572		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1374347	1374976	-	AAW41004.1			expressed protein			CNA05180	258	85	
gene	tRNA	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1375521	1375591	-							CNA05190	71		
tRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1375521	1375591	-				tRNA-Gly			CNA05190	71		
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1375854	1378008	+							CNA05200	2155		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1375854	1378008	+			AAW41006.1	carnitine acetyltransferase, putative			CNA05200	2056		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1375944	1377935	+	AAW41006.1			carnitine acetyltransferase, putative			CNA05200	1893	630	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1378169	1378888	-							CNA05210	720		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1378169	1378888	-			AAW41354.2	expressed protein			CNA05210	519		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1378281	1378718	-	AAW41354.2			expressed protein			CNA05210	237	78	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1378972	1381725	-							CNA05220	2754		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1378972	1381725	-			AAW41008.1	membrane transport protein, putative			CNA05220	2322		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1379292	1381511	-	AAW41008.1			membrane transport protein, putative			CNA05220	1788	595	
gene	pseudogene	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1381987	1382178	-							CNA05230	192		pseudo
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1385221	1388025	+							CNA05240	2805		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1385221	1388025	+			AAW41011.2	conserved hypothetical protein			CNA05240	2032		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1385246	1387453	+	AAW41011.2			conserved hypothetical protein			CNA05240	1566	521	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1387860	1390199	-							CNA05250	2340		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1387860	1390199	-			AAW41013.1	T3P18.10, putative			CNA05250	2191		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1388141	1389963	-	AAW41013.1			T3P18.10, putative			CNA05250	1674	557	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1390652	1392798	+							CNA05260	2147		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1390652	1392798	+			AAW41352.2	conserved hypothetical protein			CNA05260	1670		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1390719	1392536	+	AAW41352.2			conserved hypothetical protein			CNA05260	1341	446	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1392997	1394768	+							CNA05270	1772		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1392997	1394768	+			AAW41015.1	conserved hypothetical protein			CNA05270	1520		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1393055	1393898	+	AAW41015.1			conserved hypothetical protein			CNA05270	651	216	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1393970	1395854	-							CNA05280	1885		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1393970	1395854	-			AAW41017.1	expressed protein			CNA05280	1748		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1394019	1395787	-	AAW41017.1			expressed protein			CNA05280	1632	543	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1396931	1404592	+							CNA05290	7662		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1396931	1404592	+			AAW41019.2	IDN3-B, putative			CNA05290	6559		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1397027	1404045	+	AAW41019.2			IDN3-B, putative			CNA05290	5916	1971	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1405078	1410006	+							CNA05300	4929		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1405078	1410006	+			AAW41021.1	chitin synthase 6, putative			CNA05300	4343		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1405473	1409820	+	AAW41021.1			chitin synthase 6, putative			CNA05300	3816	1271	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1410061	1415468	-							CNA05310	5408		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1410061	1415468	-			AAW41381.2	hypothetical protein			CNA05310	4927		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1410333	1414520	-	AAW41381.2			hypothetical protein			CNA05310	4080	1359	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1417666	1422073	-							CNA05320	4408		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1417666	1422073	-			AAW41023.1	meiotic recombination-related protein, putative			CNA05320	3104		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1417928	1421967	-	AAW41023.1			meiotic recombination-related protein, putative			CNA05320	2814	937	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1422175	1425108	-							CNA05330	2934		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1422175	1425108	-			AAW41025.1	polynucleotide adenylyltransferase, putative			CNA05330	2409		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1422471	1424924	-	AAW41025.1			polynucleotide adenylyltransferase, putative			CNA05330	1929	642	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1425526	1426630	-							CNA05335	1105		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1425526	1426630	-			ALO60344.1	hypothetical protein			CNA05335	1008		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1425800	1426295	-	ALO60344.1			hypothetical protein			CNA05335	399	132	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1427059	1430042	+							CNA05340	2984		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1427059	1430042	+			AAW41027.1	transposable element- crypton-Cn1, putative			CNA05340	2577		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1427120	1429995	+	AAW41027.1			transposable element- crypton-Cn1, putative			CNA05340	2469	822	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1436229	1439546	+							CNA05360	3318		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1436229	1439546	+			AAW41031.2	calcium activated cation channel, putative			CNA05360	2227		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1436347	1439200	+	AAW41031.2			calcium activated cation channel, putative			CNA05360	1845	614	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1438697	1441780	-							CNA05370	3084		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1438697	1441780	-			AAW41383.1	phospholipase C, putative			CNA05370	2732		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1439732	1441555	-	AAW41383.1			phospholipase C, putative			CNA05370	1590	529	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1441870	1443675	-							CNA05380	1806		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1441870	1443675	-			AAW41382.1	expressed protein			CNA05380	1711		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1441951	1443446	-	AAW41382.1			expressed protein			CNA05380	1401	466	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	1443935	1446526	-							CNA05390	2592		
